date,sku,promo_flag,p10,p50,p90,SK,category
2026-07-31,14026,0,11.03,19.13,25.08,1,140-Воротки
2026-07-31,14027,0,31.15,71.02,69.05,1,140-Воротки
2026-07-31,14028,0,72.48,41.38,46.47,1,140-Воротки
2026-07-31,14029,0,8.53,8.16,15.04,1,140-Воротки
2026-07-31,14030,0,9.19,16.31,16.11,1,140-Воротки
2026-07-31,14041,0,107.96,48.95,36.32,1,140-Воротки
2026-07-31,14042,0,5.44,8.51,29.55,1,140-Воротки
2026-07-31,14043,0,157.35,58.57,56.64,1,140-Воротки
2026-07-31,14044,0,143.22,30.57,30.41,1,140-Воротки
2026-07-31,14045,0,154.53,33.7,33.96,1,140-Воротки
2026-07-31,14046,0,4.91,4.34,1.9,1,140-Воротки
2026-07-31,14047,0,0.0,2.8,0.0,1,140-Воротки
2026-07-31,14066,0,103.21,38.57,33.24,1,140-Воротки
2026-07-31,14070,0,111.72,87.91,78.69,1,140-Воротки
2026-07-31,14072,0,97.34,27.03,36.49,1,140-Воротки
2026-07-31,14074,0,134.15,53.42,58.87,1,140-Воротки
2026-07-31,14082,0,97.08,45.65,46.56,1,140-Воротки
2026-07-31,14084,0,11.89,21.03,20.39,1,140-Воротки
2026-07-31,14086,0,122.73,127.34,109.46,1,140-Воротки
2026-07-31,14090,0,116.15,53.02,50.22,1,140-Воротки
2026-07-31,14092,0,8.9,10.43,22.84,1,140-Воротки
2026-07-31,14135,0,0.0,2.82,0.87,1,140-Воротки
2026-07-31,14136,0,0.8,2.55,0.0,1,140-Воротки
2026-07-31,14137,0,125.75,37.77,43.79,1,140-Воротки
2026-07-31,26981,0,329.46,311.83,405.14,1,269-УШМ
2026-07-31,26982,0,186.7,141.04,139.57,1,269-УШМ
2026-07-31,51018,0,111.44,48.64,47.54,1,510-Домкраты гидравлические подкатные
2026-07-31,51019,0,11.06,7.85,24.86,1,510-Домкраты гидравлические подкатные
2026-07-31,51020,0,119.21,87.0,94.97,1,510-Домкраты гидравлические подкатные
2026-07-31,51028,0,114.64,41.23,49.5,1,510-Домкраты гидравлические подкатные
2026-07-31,51035,0,5.06,7.73,20.72,1,510-Домкраты гидравлические подкатные
2026-07-31,51040,0,86.5,38.87,41.07,1,510-Домкраты гидравлические подкатные
2026-07-31,51045,0,7.67,8.42,3.69,1,510-Домкраты гидравлические подкатные
2026-07-31,51047,0,2.65,4.01,10.9,1,510-Домкраты гидравлические подкатные
2026-07-31,51127,0,85.64,32.07,37.62,1,510-Домкраты гидравлические подкатные
2026-07-31,51128,0,8.37,10.44,16.95,1,510-Домкраты гидравлические подкатные
2026-07-31,51129,0,111.0,31.74,34.28,1,510-Домкраты гидравлические подкатные
2026-07-31,51130,0,120.46,44.02,50.05,1,510-Домкраты гидравлические подкатные
2026-07-31,51131,0,110.28,20.85,31.21,1,510-Домкраты гидравлические подкатные
2026-07-31,51132,0,103.53,41.28,53.39,1,510-Домкраты гидравлические подкатные
2026-07-31,51133,0,112.98,48.63,62.63,1,510-Домкраты гидравлические подкатные
2026-07-31,51134,0,107.38,29.48,33.75,1,510-Домкраты гидравлические подкатные
2026-07-31,51135,0,103.03,16.2,23.37,1,510-Домкраты гидравлические подкатные
2026-07-31,51136,0,204.7,168.68,148.15,1,510-Домкраты гидравлические подкатные
2026-07-31,51137,0,107.8,25.42,34.63,1,510-Домкраты гидравлические подкатные
2026-07-31,51152,0,92.76,24.88,33.36,1,510-Домкраты гидравлические подкатные
2026-07-31,51153,0,5.46,4.83,3.33,1,510-Домкраты гидравлические подкатные
2026-07-31,51154,0,3.82,5.04,3.84,1,510-Домкраты гидравлические подкатные
2026-07-31,51155,0,7.42,6.65,3.4,1,510-Домкраты гидравлические подкатные
2026-07-31,51156,0,117.61,25.1,29.99,1,510-Домкраты гидравлические подкатные
2026-07-31,51157,0,5.66,6.18,16.72,1,510-Домкраты гидравлические подкатные
2026-07-31,73752,0,2153.73,3602.5,10909.35,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,73753,0,265.53,326.4,413.1,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,73754,0,377.61,471.02,681.67,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,73761,0,13637.95,14948.63,25184.92,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,73762,0,13012.41,14207.49,26187.63,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,73763,0,4039.7,5227.31,17044.28,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,73773,0,990.63,2417.45,5687.22,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,73784,0,642.73,840.02,1816.86,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,73792,0,6035.95,7348.09,17760.09,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74326,0,141.14,168.03,143.09,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74361,0,817.15,929.31,1629.44,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74362,0,137.85,173.37,182.76,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74368,0,12066.3,13433.52,20217.29,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74369,0,6737.43,7943.66,20034.9,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74370,0,796.6,991.14,1312.29,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74376,0,2233.19,3600.32,12489.0,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74382,0,1307.24,2817.84,6232.23,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74387,0,3064.65,4198.85,13063.92,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74388,0,1167.02,1786.1,3866.43,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74389,0,2627.07,3935.15,8638.68,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74394,0,1364.6,2157.47,4246.63,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,74400,0,1449.44,2999.37,10395.51,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,140205,0,210.21,198.57,198.51,1,140-Воротки
2026-07-31,140405,0,178.69,170.74,148.99,1,140-Воротки
2026-07-31,140605,0,394.84,297.48,664.87,1,140-Воротки
2026-07-31,510084,0,108.73,61.92,58.64,1,510-Домкраты гидравлические подкатные
2026-07-31,510085,0,93.75,60.12,39.53,1,510-Домкраты гидравлические подкатные
2026-07-31,510105,0,201.95,60.3,48.76,1,510-Домкраты гидравлические подкатные
2026-07-31,510345,0,41.0,40.58,10.59,1,510-Домкраты гидравлические подкатные
2026-07-31,737610,0,493.03,439.68,456.32,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,737920,0,7.1,21.55,50.59,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743097,0,2547.19,4001.06,10696.75,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743107,0,833.76,1593.3,2340.29,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743117,0,233.91,315.71,451.4,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743127,0,65.91,82.82,121.48,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743137,0,17335.96,18555.88,29049.46,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743147,0,15369.5,16322.74,23718.76,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743157,0,5260.65,6268.15,15725.98,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743167,0,1257.59,2372.54,5043.22,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743177,0,76.41,187.16,138.2,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743187,0,137.86,177.13,248.26,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743197,0,694.83,807.31,1307.98,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743207,0,606.43,633.48,822.56,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743227,0,480.53,778.38,891.74,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743237,0,4537.71,5866.81,15476.87,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743247,0,4316.1,5579.71,17476.09,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743267,0,145.05,46.42,30.73,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743307,0,1137.66,1312.52,1601.22,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743317,0,15.27,72.73,84.91,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743327,0,602.7,898.35,1086.0,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743337,0,8360.56,8223.16,10233.64,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743347,0,441.55,907.32,1012.0,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743657,0,564.21,460.45,1049.06,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743667,0,1457.58,3036.59,9927.64,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743677,0,251.88,506.08,681.73,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743680,0,9.05,0.0,146.26,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743687,0,174.0,242.22,239.54,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,743890,0,62.61,47.09,80.14,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,744007,0,1861.48,2794.94,5330.26,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,7431370,0,9.34,0.0,137.86,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,7432470,0,4.81,14.43,37.84,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
